state,district,year,month,rain
Maharashtra,Gadchiroli,2010,March,0
Maharashtra,Gadchiroli,2010,April,24.2
Maharashtra,Gadchiroli,2010,May,2.5
Maharashtra,Gadchiroli,2010,June,177.5
Maharashtra,Gadchiroli,2010,July,282.8
Maharashtra,Gadchiroli,2010,August,429.7
Maharashtra,Gadchiroli,2010,September,82
Maharashtra,Gadchiroli,2010,October,19.3
Maharashtra,Gadchiroli,2010,November,3.2
Maharashtra,Gadchiroli,2010,December,0
Maharashtra,Gadchiroli,2011,January,89.3
Maharashtra,Gadchiroli,2011,February,37.4
Maharashtra,Gadchiroli,2011,March,13.7
Maharashtra,Gadchiroli,2011,April,12
Maharashtra,Gadchiroli,2011,May,14.2
Maharashtra,Gadchiroli,2011,June,218.1
Maharashtra,Gadchiroli,2011,July,463.8
Maharashtra,Gadchiroli,2011,August,336.7
Maharashtra,Gadchiroli,2011,September,290.2
Maharashtra,Gadchiroli,2011,October,130.7
Maharashtra,Gadchiroli,2011,November,0
Maharashtra,Gadchiroli,2011,December,1.3
Maharashtra,Gadchiroli,2012,January,0
Maharashtra,Gadchiroli,2012,February,0
Maharashtra,Gadchiroli,2012,March,53.5
Maharashtra,Gadchiroli,2012,April,55.2
Maharashtra,Gadchiroli,2012,May,40
Maharashtra,Gadchiroli,2012,June,124.5
Maharashtra,Gadchiroli,2012,July,499.9
Maharashtra,Gadchiroli,2012,August,536.3
Maharashtra,Gadchiroli,2012,September,415.5
Maharashtra,Gadchiroli,2012,October,27.2
Maharashtra,Gadchiroli,2012,November,38.2
Maharashtra,Gadchiroli,2012,December,0
Maharashtra,Gadchiroli,2013,January,0
Maharashtra,Gadchiroli,2013,February,1.3
Maharashtra,Gadchiroli,2013,March,12
Maharashtra,Gadchiroli,2013,April,21.5
Maharashtra,Gadchiroli,2013,May,0
Maharashtra,Gadchiroli,2013,June,351.4
Maharashtra,Gadchiroli,2013,July,351.3
Maharashtra,Gadchiroli,2013,August,445.2
Maharashtra,Gadchiroli,2013,September,321.5
Maharashtra,Gadchiroli,2013,October,87.5
Maharashtra,Gadchiroli,2013,November,0
Maharashtra,Gadchiroli,2013,December,0
Maharashtra,Gadchiroli,2014,January,0
Maharashtra,Gadchiroli,2014,February,0
Maharashtra,Gadchiroli,2014,March,74.2
Maharashtra,Gadchiroli,2014,April,7.2
Maharashtra,Gadchiroli,2014,May,9.2
Maharashtra,Gadchiroli,2014,June,223.9
Maharashtra,Gadchiroli,2014,July,391.5
Maharashtra,Gadchiroli,2014,August,433.1
Maharashtra,Gadchiroli,2014,September,117.7
Maharashtra,Gadchiroli,2014,October,2.3
Maharashtra,Gadchiroli,2014,November,0
Maharashtra,Gadchiroli,2014,December,0
Maharashtra,Gadchiroli,2015,January,0
Maharashtra,Gadchiroli,2015,February,0
Maharashtra,Gadchiroli,2015,March,0
Maharashtra,Gadchiroli,2015,April,0
Maharashtra,Gadchiroli,2015,May,0
Maharashtra,Gadchiroli,2015,June,78.9
Maharashtra,Gadchiroli,2015,July,397.9
Maharashtra,Gadchiroli,2015,August,255.2
Maharashtra,Gadchiroli,2015,September,93.6
Maharashtra,Gadchiroli,2015,October,49.6
Maharashtra,Gadchiroli,2015,November,28.7
Maharashtra,Gadchiroli,2015,December,0
Maharashtra,Gadchiroli,2016,January,11.6
Maharashtra,Gadchiroli,2016,February,42.6
Maharashtra,Gadchiroli,2016,March,0
Maharashtra,Gadchiroli,2016,April,0
Maharashtra,Gadchiroli,2016,May,0
Maharashtra,Gadchiroli,2016,June,140.5
Maharashtra,Gadchiroli,2016,July,571.1
Maharashtra,Gadchiroli,2016,August,562.4
Maharashtra,Gadchiroli,2016,September,457.4
Maharashtra,Gadchiroli,2016,October,59.8
Maharashtra,Gadchiroli,2016,November,10.3
Maharashtra,Gadchiroli,2016,December,13.8
Maharashtra,Gondia,2010,January,31.1
Maharashtra,Gondia,2010,February,25.6
Maharashtra,Gondia,2010,March,0
Maharashtra,Gondia,2010,April,8
Maharashtra,Gondia,2010,May,11.9
Maharashtra,Gondia,2010,June,190.4
Maharashtra,Gondia,2010,July,280.2
Maharashtra,Gondia,2010,August,279
Maharashtra,Gondia,2010,September,79.1
Maharashtra,Gondia,2010,October,11.7
Maharashtra,Gondia,2010,November,0
Maharashtra,Gondia,2010,December,0
Maharashtra,Gondia,2011,January,121.3
Maharashtra,Gondia,2011,February,18
Maharashtra,Gondia,2011,March,17.1
Maharashtra,Gondia,2011,April,4.7
Maharashtra,Gondia,2011,May,18.6
Maharashtra,Gondia,2011,June,161.5
Maharashtra,Gondia,2011,July,432.7
Maharashtra,Gondia,2011,August,368.3
Maharashtra,Gondia,2011,September,520.8
Maharashtra,Gondia,2011,October,46.9
Maharashtra,Gondia,2011,November,0
Maharashtra,Gondia,2011,December,0
Maharashtra,Gondia,2012,January,0
Maharashtra,Gondia,2012,February,0
Maharashtra,Gondia,2012,March,36.9
Maharashtra,Gondia,2012,April,69.3
Maharashtra,Gondia,2012,May,16.8
Maharashtra,Gondia,2012,June,116.4
Maharashtra,Gondia,2012,July,468.9
Maharashtra,Gondia,2012,August,722.1
Maharashtra,Gondia,2012,September,87.4
Maharashtra,Gondia,2012,October,0
Maharashtra,Gondia,2012,November,2.8
Maharashtra,Gondia,2012,December,0
Maharashtra,Gondia,2013,January,0
Maharashtra,Gondia,2013,February,0.8
Maharashtra,Gondia,2013,March,25.4
Maharashtra,Gondia,2013,April,0.4
Maharashtra,Gondia,2013,May,3.2
Maharashtra,Gondia,2013,June,220
Maharashtra,Gondia,2013,July,423
Maharashtra,Gondia,2013,August,305.8
Maharashtra,Gondia,2013,September,228.2
Maharashtra,Gondia,2013,October,16.7
Maharashtra,Gondia,2013,November,1.2
Maharashtra,Gondia,2013,December,0
Maharashtra,Gondia,2014,January,0
Maharashtra,Gondia,2014,February,27.6
Maharashtra,Gondia,2014,March,52.2
Maharashtra,Gondia,2014,April,0
Maharashtra,Gondia,2014,May,0
Maharashtra,Gondia,2014,June,231.3
Maharashtra,Gondia,2014,July,292.8
Maharashtra,Gondia,2014,August,388.7
Maharashtra,Gondia,2014,September,116.7
Maharashtra,Gondia,2014,October,6.6
Maharashtra,Gondia,2014,November,0
Maharashtra,Gondia,2014,December,0
Maharashtra,Gondia,2015,January,0
Maharashtra,Gondia,2015,February,0
Maharashtra,Gondia,2015,March,3
Maharashtra,Gondia,2015,April,12.8
Maharashtra,Gondia,2015,May,0
Maharashtra,Gondia,2015,June,48
Maharashtra,Gondia,2015,July,503.4
Maharashtra,Gondia,2015,August,230.2
Maharashtra,Gondia,2015,September,109
Maharashtra,Gondia,2015,October,18.4
Maharashtra,Gondia,2015,November,111.4
Maharashtra,Gondia,2015,December,12.8
Maharashtra,Gondia,2016,January,16.4
Maharashtra,Gondia,2016,February,15.9
Maharashtra,Gondia,2016,March,19
Maharashtra,Gondia,2016,April,0
Maharashtra,Gondia,2016,May,0
Maharashtra,Gondia,2016,June,159.8
Maharashtra,Gondia,2016,July,586.1
Maharashtra,Gondia,2016,August,314.1
Maharashtra,Gondia,2016,September,356.2
Maharashtra,Gondia,2016,October,36.6
Maharashtra,Gondia,2016,November,4.6
Maharashtra,Gondia,2016,December,0
Maharashtra,Jalgaon,2010,January,0.2
Maharashtra,Jalgaon,2010,February,0
Maharashtra,Jalgaon,2010,March,0
Maharashtra,Jalgaon,2010,April,0
Maharashtra,Jalgaon,2010,May,22.3
Maharashtra,Jalgaon,2010,June,102.2
Maharashtra,Jalgaon,2010,July,169.3
Maharashtra,Jalgaon,2010,August,204.5
Maharashtra,Jalgaon,2010,September,134.7
Maharashtra,Jalgaon,2010,October,14.3
Maharashtra,Jalgaon,2010,November,0
Maharashtra,Jalgaon,2010,December,0
Maharashtra,Jalgaon,2011,January,5
Maharashtra,Jalgaon,2011,February,0.3
Maharashtra,Jalgaon,2011,March,4.5
Maharashtra,Jalgaon,2011,April,1.3
Maharashtra,Jalgaon,2011,May,1.2
Maharashtra,Jalgaon,2011,June,58.8
Maharashtra,Jalgaon,2011,July,147.9
Maharashtra,Jalgaon,2011,August,122.8
Maharashtra,Jalgaon,2011,September,196.5
Maharashtra,Jalgaon,2011,October,2.7
Maharashtra,Jalgaon,2011,November,0
Maharashtra,Jalgaon,2011,December,0
Maharashtra,Jalgaon,2012,January,0
Maharashtra,Jalgaon,2012,February,0
Maharashtra,Jalgaon,2012,March,1.1
Maharashtra,Jalgaon,2012,April,0
Maharashtra,Jalgaon,2012,May,5
Maharashtra,Jalgaon,2012,June,122.6
Maharashtra,Jalgaon,2012,July,360.6
Maharashtra,Jalgaon,2012,August,468.8
Maharashtra,Jalgaon,2012,September,224.8
Maharashtra,Jalgaon,2012,October,56.4
Maharashtra,Jalgaon,2012,November,0
Maharashtra,Jalgaon,2012,December,0
Maharashtra,Jalgaon,2013,January,0
Maharashtra,Jalgaon,2013,February,0
Maharashtra,Jalgaon,2013,March,0
Maharashtra,Jalgaon,2013,April,0.3
Maharashtra,Jalgaon,2013,May,1.7
Maharashtra,Jalgaon,2013,June,44.6
Maharashtra,Jalgaon,2013,July,247.6
Maharashtra,Jalgaon,2013,August,141.1
Maharashtra,Jalgaon,2013,September,158.7
Maharashtra,Jalgaon,2013,October,0
Maharashtra,Jalgaon,2013,November,1.4
Maharashtra,Jalgaon,2013,December,0
Maharashtra,Jalgaon,2014,January,0
Maharashtra,Jalgaon,2014,February,0
Maharashtra,Jalgaon,2014,March,0
Maharashtra,Jalgaon,2014,April,0
Maharashtra,Jalgaon,2014,May,0
Maharashtra,Jalgaon,2014,June,59.7
Maharashtra,Jalgaon,2014,July,141.7
Maharashtra,Jalgaon,2014,August,92.7
Maharashtra,Jalgaon,2014,September,235
Maharashtra,Jalgaon,2014,October,18.2
Maharashtra,Jalgaon,2014,November,0
Maharashtra,Jalgaon,2014,December,0
Maharashtra,Jalgaon,2015,January,0.9
Maharashtra,Jalgaon,2015,February,0
Maharashtra,Jalgaon,2015,March,0
Maharashtra,Jalgaon,2015,April,0
Maharashtra,Jalgaon,2015,May,2
Maharashtra,Jalgaon,2015,June,62.5
Maharashtra,Jalgaon,2015,July,224.9
Maharashtra,Jalgaon,2015,August,115.9
Maharashtra,Jalgaon,2015,September,125.8
Maharashtra,Jalgaon,2015,October,62.7
Maharashtra,Jalgaon,2015,November,110.7
Maharashtra,Jalgaon,2015,December,11.9
Maharashtra,Jalgaon,2016,January,0.2
Maharashtra,Jalgaon,2016,February,2.4
Maharashtra,Jalgaon,2016,March,1.9
Maharashtra,Jalgaon,2016,April,0
Maharashtra,Jalgaon,2016,May,1.5
Maharashtra,Jalgaon,2016,June,90.4
Maharashtra,Jalgaon,2016,July,291.2
Maharashtra,Jalgaon,2016,August,239.4
Maharashtra,Jalgaon,2016,September,113.3
Maharashtra,Jalgaon,2016,October,21.7
Maharashtra,Jalgaon,2016,November,86.3
Maharashtra,Jalgaon,2016,December,0
Maharashtra,Jalna,2010,January,1.9
Maharashtra,Jalna,2010,February,0
Maharashtra,Jalna,2010,March,0
Maharashtra,Jalna,2010,April,0
Maharashtra,Jalna,2010,May,6
Maharashtra,Jalna,2010,June,116.5
Maharashtra,Jalna,2010,July,226
Maharashtra,Jalna,2010,August,76.6
Maharashtra,Jalna,2010,September,183
Maharashtra,Jalna,2010,October,16.1
Maharashtra,Jalna,2010,November,11.6
Maharashtra,Jalna,2010,December,0
Maharashtra,Jalna,2011,January,0
Maharashtra,Jalna,2011,February,2
Maharashtra,Jalna,2011,March,1.2
Maharashtra,Jalna,2011,April,3.4
Maharashtra,Jalna,2011,May,3.2
Maharashtra,Jalna,2011,June,50.4
Maharashtra,Jalna,2011,July,363.8
Maharashtra,Jalna,2011,August,126.5
Maharashtra,Jalna,2011,September,174.7
Maharashtra,Jalna,2011,October,51.3
Maharashtra,Jalna,2011,November,0
Maharashtra,Jalna,2011,December,0
Maharashtra,Jalna,2012,January,0
Maharashtra,Jalna,2012,February,0
Maharashtra,Jalna,2012,March,0
Maharashtra,Jalna,2012,April,0.8
Maharashtra,Jalna,2012,May,1.4
Maharashtra,Jalna,2012,June,127.8
Maharashtra,Jalna,2012,July,126.1
Maharashtra,Jalna,2012,August,324.5
Maharashtra,Jalna,2012,September,199.2
Maharashtra,Jalna,2012,October,64
Maharashtra,Jalna,2012,November,0
Maharashtra,Jalna,2012,December,0
Maharashtra,Jalna,2013,January,0
Maharashtra,Jalna,2013,February,0
Maharashtra,Jalna,2013,March,0
Maharashtra,Jalna,2013,April,0
Maharashtra,Jalna,2013,May,0
Maharashtra,Jalna,2013,June,79.3
Maharashtra,Jalna,2013,July,147.5
Maharashtra,Jalna,2013,August,122
Maharashtra,Jalna,2013,September,136.4
Maharashtra,Jalna,2013,October,0
Maharashtra,Jalna,2013,November,0
Maharashtra,Jalna,2013,December,0
Maharashtra,Jalna,2014,January,0
Maharashtra,Jalna,2014,February,0
Maharashtra,Jalna,2014,March,0
Maharashtra,Jalna,2014,April,0
Maharashtra,Jalna,2014,May,0
Maharashtra,Jalna,2014,June,66.9
Maharashtra,Jalna,2014,July,124.8
Maharashtra,Jalna,2014,August,121.8
Maharashtra,Jalna,2014,September,211.9
Maharashtra,Jalna,2014,October,44
Maharashtra,Jalna,2014,November,0
Maharashtra,Jalna,2014,December,0
Maharashtra,Jalna,2015,January,0
Maharashtra,Jalna,2015,February,0
Maharashtra,Jalna,2015,March,0
Maharashtra,Jalna,2015,April,0
Maharashtra,Jalna,2015,May,21.4
Maharashtra,Jalna,2015,June,33.1
Maharashtra,Jalna,2015,July,209.4
Maharashtra,Jalna,2015,August,173.8
Maharashtra,Jalna,2015,September,121.7
Maharashtra,Jalna,2015,October,42.6
Maharashtra,Jalna,2015,November,58.7
Maharashtra,Jalna,2015,December,0.4
Maharashtra,Jalna,2016,January,7.2
Maharashtra,Jalna,2016,February,0
Maharashtra,Jalna,2016,March,0
Maharashtra,Jalna,2016,April,0
Maharashtra,Jalna,2016,May,0.4
Maharashtra,Jalna,2016,June,97.2
Maharashtra,Jalna,2016,July,288.1
Maharashtra,Jalna,2016,August,304
Maharashtra,Jalna,2016,September,117.4
Maharashtra,Jalna,2016,October,50.5
Maharashtra,Jalna,2016,November,33.7
Maharashtra,Jalna,2016,December,0
Maharashtra,Kolhapur,2010,January,0
Maharashtra,Kolhapur,2010,February,0
Maharashtra,Kolhapur,2010,March,0
Maharashtra,Kolhapur,2010,April,4.1
Maharashtra,Kolhapur,2010,May,14
Maharashtra,Kolhapur,2010,June,546.7
Maharashtra,Kolhapur,2010,July,327.6
Maharashtra,Kolhapur,2010,August,692.9
Maharashtra,Kolhapur,2010,September,186.5
Maharashtra,Kolhapur,2010,October,43.1
Maharashtra,Kolhapur,2010,November,1.7
Maharashtra,Kolhapur,2010,December,0
Maharashtra,Kolhapur,2011,January,0.3
Maharashtra,Kolhapur,2011,February,0.1
Maharashtra,Kolhapur,2011,March,0
Maharashtra,Kolhapur,2011,April,17.7
Maharashtra,Kolhapur,2011,May,9.7
Maharashtra,Kolhapur,2011,June,467.5
Maharashtra,Kolhapur,2011,July,953.6
Maharashtra,Kolhapur,2011,August,736.5
Maharashtra,Kolhapur,2011,September,514.9
Maharashtra,Kolhapur,2011,October,109.4
Maharashtra,Kolhapur,2011,November,0
Maharashtra,Kolhapur,2011,December,0.1
Maharashtra,Kolhapur,2012,January,0
Maharashtra,Kolhapur,2012,February,0
Maharashtra,Kolhapur,2012,March,1.2
Maharashtra,Kolhapur,2012,April,0.1
Maharashtra,Kolhapur,2012,May,37.5
Maharashtra,Kolhapur,2012,June,403.7
Maharashtra,Kolhapur,2012,July,978.8
Maharashtra,Kolhapur,2012,August,814.6
Maharashtra,Kolhapur,2012,September,299.2
Maharashtra,Kolhapur,2012,October,66.3
Maharashtra,Kolhapur,2012,November,10
Maharashtra,Kolhapur,2012,December,0
Maharashtra,Kolhapur,2013,January,0
Maharashtra,Kolhapur,2013,February,0
Maharashtra,Kolhapur,2013,March,0
Maharashtra,Kolhapur,2013,April,0.6
Maharashtra,Kolhapur,2013,May,3.8
Maharashtra,Kolhapur,2013,June,680.2
Maharashtra,Kolhapur,2013,July,598.2
Maharashtra,Kolhapur,2013,August,653.2
Maharashtra,Kolhapur,2013,September,271.9
Maharashtra,Kolhapur,2013,October,42.7
Maharashtra,Kolhapur,2013,November,10
Maharashtra,Kolhapur,2013,December,0
Maharashtra,Kolhapur,2014,January,0
Maharashtra,Kolhapur,2014,February,0
Maharashtra,Kolhapur,2014,March,56.5
Maharashtra,Kolhapur,2014,April,3.3
Maharashtra,Kolhapur,2014,May,69.1
Maharashtra,Kolhapur,2014,June,435.8
Maharashtra,Kolhapur,2014,July,329.6
Maharashtra,Kolhapur,2014,August,671.3
Maharashtra,Kolhapur,2014,September,419.1
Maharashtra,Kolhapur,2014,October,91.8
Maharashtra,Kolhapur,2014,November,1.8
Maharashtra,Kolhapur,2014,December,3.7
Maharashtra,Kolhapur,2015,January,0
Maharashtra,Kolhapur,2015,February,0
Maharashtra,Kolhapur,2015,March,2.6
Maharashtra,Kolhapur,2015,April,0.8
Maharashtra,Kolhapur,2015,May,1.8
Maharashtra,Kolhapur,2015,June,93.9
Maharashtra,Kolhapur,2015,July,1089.3
Maharashtra,Kolhapur,2015,August,229.8
Maharashtra,Kolhapur,2015,September,292.4
Maharashtra,Kolhapur,2015,October,173
Maharashtra,Kolhapur,2015,November,100.1
Maharashtra,Kolhapur,2015,December,5.9
Maharashtra,Kolhapur,2016,January,0
Maharashtra,Kolhapur,2016,February,0
Maharashtra,Kolhapur,2016,March,0
Maharashtra,Kolhapur,2016,April,16.2
Maharashtra,Kolhapur,2016,May,5.4
Maharashtra,Kolhapur,2016,June,358.1
Maharashtra,Kolhapur,2016,July,763.8
Maharashtra,Kolhapur,2016,August,336.3
Maharashtra,Kolhapur,2016,September,310.3
Maharashtra,Kolhapur,2016,October,126.6
Maharashtra,Kolhapur,2016,November,71.8
Maharashtra,Kolhapur,2016,December,0
Maharashtra,Latur,2010,January,11.2
Maharashtra,Latur,2010,February,0
Maharashtra,Latur,2010,March,0
Maharashtra,Latur,2010,April,10.5
Maharashtra,Latur,2010,May,0
Maharashtra,Latur,2010,June,74.8
Maharashtra,Latur,2010,July,361.4
Maharashtra,Latur,2010,August,93.1
Maharashtra,Latur,2010,September,153.8
Maharashtra,Latur,2010,October,65.4
Maharashtra,Latur,2010,November,16
Maharashtra,Latur,2010,December,0
Maharashtra,Latur,2011,January,20.5
Maharashtra,Latur,2011,February,0.4
Maharashtra,Latur,2011,March,3
Maharashtra,Latur,2011,April,22
Maharashtra,Latur,2011,May,2
Maharashtra,Latur,2011,June,71.9
Maharashtra,Latur,2011,July,350.1
Maharashtra,Latur,2011,August,142
Maharashtra,Latur,2011,September,293.4
Maharashtra,Latur,2011,October,186
Maharashtra,Latur,2011,November,0
Maharashtra,Latur,2011,December,0
Maharashtra,Latur,2012,January,0
Maharashtra,Latur,2012,February,0
Maharashtra,Latur,2012,March,15.3
Maharashtra,Latur,2012,April,7.8
Maharashtra,Latur,2012,May,8.2
Maharashtra,Latur,2012,June,127.6
Maharashtra,Latur,2012,July,149.3
Maharashtra,Latur,2012,August,293.3
Maharashtra,Latur,2012,September,247.2
Maharashtra,Latur,2012,October,44.3
Maharashtra,Latur,2012,November,0
Maharashtra,Latur,2012,December,0
Maharashtra,Latur,2013,January,0
Maharashtra,Latur,2013,February,0
Maharashtra,Latur,2013,March,0
Maharashtra,Latur,2013,April,3.8
Maharashtra,Latur,2013,May,7.5
Maharashtra,Latur,2013,June,244.9
Maharashtra,Latur,2013,July,105.6
Maharashtra,Latur,2013,August,174.8
Maharashtra,Latur,2013,September,252.8
Maharashtra,Latur,2013,October,0
Maharashtra,Latur,2013,November,13
Maharashtra,Latur,2013,December,0
Maharashtra,Latur,2014,January,0
Maharashtra,Latur,2014,February,0
Maharashtra,Latur,2014,March,69.7
Maharashtra,Latur,2014,April,2
Maharashtra,Latur,2014,May,0
Maharashtra,Latur,2014,June,55.8
Maharashtra,Latur,2014,July,107.2
Maharashtra,Latur,2014,August,156.8
Maharashtra,Latur,2014,September,310.3
Maharashtra,Latur,2014,October,7.4
Maharashtra,Latur,2014,November,1.1
Maharashtra,Latur,2014,December,0
Maharashtra,Latur,2015,January,0
Maharashtra,Latur,2015,February,0
Maharashtra,Latur,2015,March,0.5
Maharashtra,Latur,2015,April,2.5
Maharashtra,Latur,2015,May,15.8
Maharashtra,Latur,2015,June,57.8
Maharashtra,Latur,2015,July,112.9
Maharashtra,Latur,2015,August,178.7
Maharashtra,Latur,2015,September,101.1
Maharashtra,Latur,2015,October,53
Maharashtra,Latur,2015,November,20.2
Maharashtra,Latur,2015,December,6.9
Maharashtra,Latur,2016,January,4.5
Maharashtra,Latur,2016,February,20
Maharashtra,Latur,2016,March,0
Maharashtra,Latur,2016,April,1
Maharashtra,Latur,2016,May,1.4
Maharashtra,Latur,2016,June,68.4
Maharashtra,Latur,2016,July,315.4
Maharashtra,Latur,2016,August,428.7
Maharashtra,Latur,2016,September,201.6
Maharashtra,Latur,2016,October,78.8
Maharashtra,Latur,2016,November,28
Maharashtra,Latur,2016,December,1
Maharashtra,Mumbai,2010,January,0
Maharashtra,Mumbai,2010,February,0
Maharashtra,Mumbai,2010,March,0
Maharashtra,Mumbai,2010,April,0
Maharashtra,Mumbai,2010,May,49.5
Maharashtra,Mumbai,2010,June,281.9
Maharashtra,Mumbai,2010,July,812.3
Maharashtra,Mumbai,2010,August,862.6
Maharashtra,Mumbai,2010,September,172.7
Maharashtra,Mumbai,2010,October,45.6
Maharashtra,Mumbai,2010,November,2.5
Maharashtra,Mumbai,2010,December,0
Maharashtra,Mumbai,2011,January,0.5
Maharashtra,Mumbai,2011,February,0
Maharashtra,Mumbai,2011,March,0.1
Maharashtra,Mumbai,2011,April,0
Maharashtra,Mumbai,2011,May,0.2
Maharashtra,Mumbai,2011,June,561.8
Maharashtra,Mumbai,2011,July,1049.8
Maharashtra,Mumbai,2011,August,462.3
Maharashtra,Mumbai,2011,September,668.6
Maharashtra,Mumbai,2011,October,26.3
Maharashtra,Mumbai,2011,November,0
Maharashtra,Mumbai,2011,December,0
Maharashtra,Mumbai,2012,January,0
Maharashtra,Mumbai,2012,February,0
Maharashtra,Mumbai,2012,March,10.2
Maharashtra,Mumbai,2012,April,0
Maharashtra,Mumbai,2012,May,86.5
Maharashtra,Mumbai,2012,June,456.2
Maharashtra,Mumbai,2012,July,999.5
Maharashtra,Mumbai,2012,August,765.1
Maharashtra,Mumbai,2012,September,259.6
Maharashtra,Mumbai,2012,October,222.9
Maharashtra,Mumbai,2012,November,6.2
Maharashtra,Mumbai,2012,December,0
Maharashtra,Mumbai,2013,January,0
Maharashtra,Mumbai,2013,February,2.3
Maharashtra,Mumbai,2013,March,0
Maharashtra,Mumbai,2013,April,0
Maharashtra,Mumbai,2013,May,0.4
Maharashtra,Mumbai,2013,June,776.6
Maharashtra,Mumbai,2013,July,650.9
Maharashtra,Mumbai,2013,August,646.2
Maharashtra,Mumbai,2013,September,428.7
Maharashtra,Mumbai,2013,October,0
Maharashtra,Mumbai,2013,November,3.9
Maharashtra,Mumbai,2013,December,0
Maharashtra,Mumbai,2014,January,0
Maharashtra,Mumbai,2014,February,0
Maharashtra,Mumbai,2014,March,0.1
Maharashtra,Mumbai,2014,April,0
Maharashtra,Mumbai,2014,May,0.5
Maharashtra,Mumbai,2014,June,768
Maharashtra,Mumbai,2014,July,910.2
Maharashtra,Mumbai,2014,August,498.8
Maharashtra,Mumbai,2014,September,338
Maharashtra,Mumbai,2014,October,15.4
Maharashtra,Mumbai,2014,November,1.6
Maharashtra,Mumbai,2014,December,0.2
Maharashtra,Mumbai,2015,January,0
Maharashtra,Mumbai,2015,February,0
Maharashtra,Mumbai,2015,March,0
Maharashtra,Mumbai,2015,April,0
Maharashtra,Mumbai,2015,May,1.3
Maharashtra,Mumbai,2015,June,241
Maharashtra,Mumbai,2015,July,956.8
Maharashtra,Mumbai,2015,August,247.4
Maharashtra,Mumbai,2015,September,420.8
Maharashtra,Mumbai,2015,October,190.8
Maharashtra,Mumbai,2015,November,105.4
Maharashtra,Mumbai,2015,December,0
Maharashtra,Mumbai,2016,January,0
Maharashtra,Mumbai,2016,February,0
Maharashtra,Mumbai,2016,March,0
Maharashtra,Mumbai,2016,April,0.3
Maharashtra,Mumbai,2016,May,0
Maharashtra,Mumbai,2016,June,947.4
Maharashtra,Mumbai,2016,July,1112.7
Maharashtra,Mumbai,2016,August,860.7
Maharashtra,Mumbai,2016,September,272.9
Maharashtra,Mumbai,2016,October,122.4
Maharashtra,Mumbai,2016,November,55.7
Maharashtra,Mumbai,2016,December,0
Maharashtra,Nagpur,2010,January,49.4
Maharashtra,Nagpur,2010,February,1.5
Maharashtra,Nagpur,2010,March,0.6
Maharashtra,Nagpur,2010,April,19.3
Maharashtra,Nagpur,2010,May,20.6
Maharashtra,Nagpur,2010,June,135.7
Maharashtra,Nagpur,2010,July,256.3
Maharashtra,Nagpur,2010,August,205.5
Maharashtra,Nagpur,2010,September,88.1
Maharashtra,Nagpur,2010,October,7.7
Maharashtra,Nagpur,2010,November,6.8
Maharashtra,Nagpur,2010,December,0
Maharashtra,Nagpur,2011,January,98.3
Maharashtra,Nagpur,2011,February,13.3
Maharashtra,Nagpur,2011,March,19.8
Maharashtra,Nagpur,2011,April,11.2
Maharashtra,Nagpur,2011,May,12
Maharashtra,Nagpur,2011,June,190
Maharashtra,Nagpur,2011,July,421.1
Maharashtra,Nagpur,2011,August,178.8
Maharashtra,Nagpur,2011,September,294.9
Maharashtra,Nagpur,2011,October,89.1
Maharashtra,Nagpur,2011,November,0
Maharashtra,Nagpur,2011,December,0.8
Maharashtra,Nagpur,2012,January,0
Maharashtra,Nagpur,2012,February,0
Maharashtra,Nagpur,2012,March,91
Maharashtra,Nagpur,2012,April,25.8
Maharashtra,Nagpur,2012,May,39.2
Maharashtra,Nagpur,2012,June,108.5
Maharashtra,Nagpur,2012,July,344.3
Maharashtra,Nagpur,2012,August,296.1
Maharashtra,Nagpur,2012,September,145.6
Maharashtra,Nagpur,2012,October,7.9
Maharashtra,Nagpur,2012,November,18
Maharashtra,Nagpur,2012,December,0
Maharashtra,Nagpur,2013,January,0
Maharashtra,Nagpur,2013,February,2.4
Maharashtra,Nagpur,2013,March,8
Maharashtra,Nagpur,2013,April,3.5
Maharashtra,Nagpur,2013,May,6.6
Maharashtra,Nagpur,2013,June,251.5
Maharashtra,Nagpur,2013,July,402.1
Maharashtra,Nagpur,2013,August,288.8
Maharashtra,Nagpur,2013,September,220.7
Maharashtra,Nagpur,2013,October,29.3
Maharashtra,Nagpur,2013,November,37.8
Maharashtra,Nagpur,2013,December,0
Maharashtra,Nagpur,2014,January,0
Maharashtra,Nagpur,2014,February,0
Maharashtra,Nagpur,2014,March,18.5
Maharashtra,Nagpur,2014,April,4.6
Maharashtra,Nagpur,2014,May,15.1
Maharashtra,Nagpur,2014,June,198.3
Maharashtra,Nagpur,2014,July,298.6
Maharashtra,Nagpur,2014,August,188.8
Maharashtra,Nagpur,2014,September,100.1
Maharashtra,Nagpur,2014,October,16.8
Maharashtra,Nagpur,2014,November,0
Maharashtra,Nagpur,2014,December,0
Maharashtra,Nagpur,2015,January,0
Maharashtra,Nagpur,2015,February,0
Maharashtra,Nagpur,2015,March,9.2
Maharashtra,Nagpur,2015,April,0
Maharashtra,Nagpur,2015,May,20.3
Maharashtra,Nagpur,2015,June,95.4
Maharashtra,Nagpur,2015,July,463.7
Maharashtra,Nagpur,2015,August,183.7
Maharashtra,Nagpur,2015,September,107
Maharashtra,Nagpur,2015,October,50.9
Maharashtra,Nagpur,2015,November,53.2
Maharashtra,Nagpur,2015,December,3.3
